alcohol,average_wages,cancer,education,employment_rate,gdp,happiness,hours_worked,life_at_birth,life_at_old,location,obese,pollution,smokers,social_spending,suicide,time
11.5,74.1,239.8,23102,65.7,28795.8,6.3,100,78,17.4,CZE,,1806,21.7,5557.2,14.3,2011
11.6,73.2,236.6,23089.7,66.5,29051.4,6.3,100,78.2,17.45,CZE,,1776,22.9,5564.9,14.7,2012
11.5,72.4,229.8,22846.1,67.7,30496,6.7,100,78.3,17.5,CZE,,1763,22.2,5796.2,14.2,2013
11.9,71.7,225.8,23324.3,69,32265,6.5,100,78.9,17.95,CZE,55.4,1777,22.3,5751.1,13.3,2014
11.5,71,220.5,23962.8,70.2,33701.4,6.6,99.9,78.7,17.65,CZE,,1756,18.2,5799.7,12.3,2015
11.7,70.5,219.8,24778.2,72,35234,6.7,99.9,79.1,18.1,CZE,,1779,19.6,,11.7,2016
11.6,69.9,215.6,25804.1,73.6,38037.2,6.8,99.9,79.1,18,CZE,,1784,18.4,,12.4,2017
11.9,60.1,209.9,43802.1,69,37024.4,6.4,,80.1,19.05,DEU,,1424.4,,9602.2,10.2,2007
11.8,59.9,210.5,44079.1,70.1,38662.6,6.5,,80.2,19.1,DEU,,1418.4,,9785.9,10.3,2008
11.6,59.1,207,44253.6,70.3,37695.7,6.6,,80.3,19.2,DEU,51.4,1372.7,21.9,10203.1,10.3,2009
11.4,59.2,206,44451.2,71.2,39916.1,6.7,99.7,80.5,,DEU,,1389.9,,10347,10.8,2010
11.9,58.7,205,45209.4,72.7,42692.5,6.6,99.6,80.5,19.4,DEU,,1392.8,,10215.3,10.8,2011
11.8,58.2,201.6,45725.2,73,43564.1,6.7,98.6,80.6,19.4,DEU,60,1375,,10192.6,10.5,2012
11.7,57.8,204.8,46277.2,73.5,45232,7,98.1,80.6,19.35,DEU,52.4,1362.7,20.9,10280.4,10.8,2013
11.6,59.8,200.9,47010,73.8,47190.5,7,96.4,81.2,19.8,DEU,50.7,1366.9,,10442.2,10.8,2014
12,59.2,199.6,48034.6,74,47979.2,7,96.5,80.7,19.45,DEU,,1369.8,,10598.7,10.6,2015
10.9,58.2,200.3,48709.6,74.7,49921.1,6.9,90.3,81.1,19.7,DEU,,1362.8,,,10.2,2016
,57.9,,49161.1,75.2,52574.3,7.1,90.3,81.1,19.65,DEU,52.7,1360.4,18.8,,,2017
,,,,,,5,,,,DJI,,,,,,2008
,,,,,,4.9,,,,DJI,,,,,,2009
,,,,,,5,,,,DJI,,,,,,2010
,,,,,,4.4,,,,DJI,,,,,,2011
12.1,43.4,259.5,49771.8,77,38978.8,7.8,,78.4,17.85,DNK,,1433,24,11336.2,10.3,2007
10.9,42.4,256.7,50445.5,77.8,41283,8,,78.8,18.05,DNK,,1430,23,11384.9,10.7,2008
10.1,42.3,248.9,51668.6,75.4,40340.4,7.7,,79,18.15,DNK,,1417,19,11989.8,10.8,2009
10.3,42.4,252.5,52263.9,73.3,43004.9,7.8,95.6,79.3,18.35,DNK,46.7,1422,20.9,12308.1,9.8,2010
10.5,43.2,246.6,51993.3,73.2,44408,7.8,98.6,79.9,18.7,DNK,,1437,,12439.1,10.2,2011
9.3,43.1,246.1,51923.1,72.6,44808.5,7.5,85.1,80.1,18.85,DNK,,1423,,12469.8,11.3,2012
9.4,42.8,238.3,52260.7,72.5,46742.9,7.6,79.5,80.4,19.05,DNK,47.4,1426,17,12549.3,10.3,2013
9.5,43.8,233.4,53260.7,72.8,47905.5,7.5,83.2,80.8,19.45,DNK,,1414,,12705.6,10.6,2014
9.3,43.3,230.4,54196.9,73.5,49071.3,7.5,76.7,80.8,19.35,DNK,,1407,,12895.2,9.4,2015
9.4,42.6,,55032.3,74.8,50685.4,7.6,62.8,80.9,19.5,DNK,,1412,,,,2016
9.1,42.1,,54722.5,74.2,54337.4,7.6,62.7,81.2,19.5,DNK,51,1405,16.9,,,2017
,,,,,,5.1,,,,DOM,,,,,,2007
,,,,,,4.8,,,,DOM,,,,,,2008
,,,,,,5.4,,,,DOM,,,,,,2009
,,,,,,4.7,99.8,,,DOM,,,,,,2010
,,,,,,5.4,99.8,,,DOM,,,,,,2011
,,,,,,4.8,99.8,,,DOM,,,,,,2012
,,,,,,5,99.8,,,DOM,,,,,,2013
,,,,,,5.4,99.8,,,DOM,,,,,,2014
,,,,,,5.1,99.8,,,DOM,,,,,,2015
,,,,,,5.2,99.7,,,DOM,,,,,,2016
,,,,,,5.6,99.7,,,DOM,,,,,,2017
,,,,,,5.5,99.8,,,DZA,,,,,,2010
,,,,,,5.3,99.8,,,DZA,,,,,,2011
,,,,,,5.6,99.8,,,DZA,,,,,,2012
,,,,,,,99.8,,,DZA,,,,,,2013
,,,,,,6.4,99.8,,,DZA,,,,,,2014
,,,,,,,99.8,,,DZA,,,,,,2015
,,,,,,5.3,99.8,,,DZA,,,,,,2016
,,,,,,5.2,99.8,,,DZA,,,,,,2017
,,,,65.4,34511.4,,,,,EA1,,,,,,2007
,,,,65.8,35844.7,,,,,EA1,,,,,,2008
,,,,64.3,34946.9,,,,,EA1,,,,,,2009
,,,,64,35906.1,,,,,EA1,,,,,,2010
,,,,64.2,37384.1,,,,,EA1,,,,,,2011
,,,,63.7,37737.4,,,,,EA1,,,,,,2012
,,,,63.5,38956.1,,,,,EA1,,,,,,2013
,,,,63.8,39977.6,,,,,EA1,,,,,,2014
,,,,64.5,41073.4,,,,,EA1,,,,,,2015
,,,,65.4,42723.9,,,,,EA1,,,,,,2016
,,,,66.3,45052.6,,,,,EA1,,,,,,2017
,,,,,,5,,,,ECU,,,,,,2007
,,,,,,5.3,,,,ECU,,,,,,2008
,,,,,,6,,,,ECU,,,,,,2009
,,,,,,5.8,100,,,ECU,,,,,,2010
,,,,,,5.8,100,,,ECU,,,,,,2011
,,,,,,6,100,,,ECU,,,,,,2012
,,,,,,6,99.9,,,ECU,,,,,,2013
,,,,,,5.9,99.8,,,ECU,,,,,,2014
,,,,,,6,99.6,,,ECU,,,,,,2015
,,,,,,6.1,99.2,,,ECU,,,,,,2016
,,,,,,5.8,98.9,,,ECU,,,,,,2017
,,,,,,5.5,,,,EGY,,,,,,2007
,,,,,,4.6,,,,EGY,,,,,,2008
,,,,,,5.1,,,,EGY,,,,,,2009
,,,,,,4.7,99.9,,,EGY,,,,,,2010
,,,,,,4.2,99.9,,,EGY,,,,,,2011
,,,,,,4.2,99.9,,,EGY,,,,,,2012
,,,,,,3.6,99.9,,,EGY,,,,,,2013
,,,,,,4.9,99.9,,,EGY,,,,,,2014
,,,,,,4.8,99.9,,,EGY,,,,,,2015
,,,,,,4.6,99.9,,,EGY,,,,,,2016
,,,,,,3.9,99.9,,,EGY,,,,,,2017
,,,,,,,99.5,,,ERI,,,,,,2010
,,,,,,,99.5,,,ERI,,,,,,2011
,,,,,,,99.5,,,ERI,,,,,,2012
,,,,,,,99.5,,,ERI,,,,,,2013
,,,,,,,99.5,,,ERI,,,,,,2014
,,,,,,,99.5,,,ERI,,,,,,2015
,,,,,,,99.5,,,ERI,,,,,,2016
,,,,,,,99.5,,,ERI,,,,,,2017
11.1,21.4,202.8,37589.7,65.8,32431.6,7,,81.2,19.8,ESP,,1703.5,,7016.7,6.7,2007
10.2,21.6,199.9,39102.3,64.5,33242.2,7.3,,81.5,20.1,ESP,,1712.6,,7447.3,7,2008
10,21.6,197.8,41750.9,60,32095.8,6.2,,81.9,20.4,ESP,52.8,1719.7,26.2,8146.8,6.9,2009
9.8,21.9,197.5,41034.3,58.9,31690,6.2,74.3,82.4,20.75,ESP,,1710.4,,7902.2,6.3,2010
9,22.1,197.7,40452.8,58,31872.4,6.5,80.2,82.6,20.9,ESP,52.7,1715.5,23.9,8006.2,6.3,2011
8.8,22,194.1,39301.6,55.8,31724.6,6.3,70.6,82.5,20.75,ESP,,1701.2,,7750.5,6.9,2012
8.8,21.7,190.8,39391.3,54.8,32452.7,6.2,65.3,83.2,21.3,ESP,,1693.5,,7712.2,7.5,2013
8.7,21.9,185.8,39397.8,56,33544.4,6.5,53.1,83.3,21.4,ESP,51.5,1694.6,23,7741.4,7.6,2014
8.3,22.4,184.2,40087.6,57.8,34938.6,6.4,60.5,82.9,21,ESP,,1699.6,,7832.1,6.9,2015
8.6,22.6,184.7,39860.3,59.5,36581.5,6.3,46,83.4,21.5,ESP,,1701.5,,,6.8,2016
,22.7,,39073.3,61.1,38939.2,6.2,46.4,83.4,21.35,ESP,53,1690.2,22.1,,,2017
14.8,55.7,238.4,21771.9,69.7,21928,5.3,,73.2,15.85,EST,,1929,,3265.5,18.2,2007
14.2,54.1,237.5,22052.8,70.1,22641.8,5.5,,74.2,16.3,EST,49.6,1900,26.2,3784.1,17.3,2008
11.9,52.6,234.7,21304.5,63.8,20484.2,5.1,,75.2,16.7,EST,,1769,,4116.8,19.3,2009
11.4,53.7,233.4,21192.4,61.2,21552.2,,6.2,75.9,16.9,EST,48.6,1810,26.2,3948.4,15.9,2010
12,52.1,235.5,20320.6,65.3,24501.3,5.5,6,76.4,17.45,EST,,1852,,3796.7,15.3,2011
12.1,52.3,233.3,21161.9,67.2,25973.3,5.4,1.8,76.5,17.55,EST,48.9,1820,26,3862.9,16.6,2012
11.9,53.2,231,21459.6,68.5,27449.9,5.4,0.7,77.3,17.75,EST,,1801,,3938,15.3,2013
11.1,50.6,237,22570.8,69.6,28936.5,5.6,0.7,77.2,17.8,EST,51.65,1795,22.1,4230.2,17.5,2014
10.6,50.5,234.9,23436.4,71.9,29259.8,5.6,0,77.7,18.1,EST,,1788,,4639.2,14.1,2015
10.2,50.1,226.6,24691.3,72.1,30895,5.6,0,77.8,18.25,EST,51.7,1791,21.3,,13,2016
10.3,49,,25368.1,74.1,33493.2,5.9,0,78.2,18.2,EST,,1792,,,,2017
,,,,,,,100,,,ETH,,,,,,2010
,,,,,,,100,,,ETH,,,,,,2011
,,,,,,4.6,100,,,ETH,,,,,,2012
,,,,,,4.4,100,,,ETH,,,,,,2013
,,,,,,4.5,100,,,ETH,,,,,,2014
,,,,,,4.6,100,,,ETH,,,,,,2015
,,,,,,4.3,100,,,ETH,,,,,,2016
,,,,,,4.2,100,,,ETH,,,,,,2017
,,,,65.2,31604.1,,,,,EU2,,,,,,2007
,,,,65.7,33034.4,,,,,EU2,,,,,,2008
,,,,64.4,32224.4,,,,,EU2,,,,,,2009
,,,,64.1,33271.1,,90.2,,,EU2,,,,,,2010
,,,,64.2,34678.1,,91.3,,,EU2,,,,,,2011
,,,,64.1,35224,,88.3,,,EU2,,,,,,2012
,,,,64,36459.1,,87.1,,,EU2,,,,,,2013
,,,,64.8,37526.7,,82.9,,,EU2,,,,,,2014
,,,,65.6,38667.6,,83.7,,,EU2,,,,,,2015
,,,,66.6,40153.6,,78.5,,,EU2,,,,,,2016
,,,,67.7,42458.2,,78.5,,,EU2,,,,,,2017
10.5,44.2,182.4,42110.7,70.3,37703.3,,,79.6,19.1,FIN,48.9,1614,20.6,9428.4,18.2,2007
10.3,44.5,180.4,42518.6,71,39969.4,7.7,,79.9,19.4,FIN,48.8,1608,20.4,9645.8,19,2008
10,44.7,176.9,42861.7,68.7,37829.8,,,80.1,19.4,FIN,49.3,1585,18.6,10162.5,18.9,2009
9.7,44.8,182.5,43535.2,68.2,38737.1,7.4,1.3,80.2,19.5,FIN,49.7,1592,19,10601.6,17.3,2010
9.8,44.4,178.4,43684.9,69,40683.3,7.4,1.3,80.6,19.7,FIN,57.9,1587,17.8,10722.8,16.4,2011
9.3,45.1,176.5,43715.2,69.4,40619.9,7.4,0,80.7,19.7,FIN,53.7,1575,17,11009.1,15.6,2012
9.1,45.3,175.8,43245.3,68.9,41293.3,7.4,0,81.1,19.9,FIN,49.9,1565,15.8,11288.1,15.8,2013
8.8,44.7,172.3,43229.1,68.7,41462.7,7.4,0,81.3,19.95,FIN,52.1,1562,15.4,11460.6,14.1,2014
8.5,44.4,172.8,43617.3,68.5,42213.5,7.4,0,81.6,20.1,FIN,56,1563,17.4,11514.6,13.1,2015
8.4,44.3,173.1,43968.9,69.1,43730,7.7,0,81.5,20.05,FIN,56,1560,15,,13.9,2016
8.4,43.8,,43801.9,70,46349.1,7.8,0,81.7,20.25,FIN,62.3,1556,13,,,2017
,,,,,,,77.5,,,FJI,,,,,,2010
,,,,,,,77.5,,,FJI,,,,,,2011
,,,,,,,77.5,,,FJI,,,,,,2012
,,,,,,,77.4,,,FJI,,,,,,2013
,,,,,,,77.4,,,FJI,,,,,,2014
,,,,,,,77.2,,,FJI,,,,,,2015
,,,,,,,71,,,FJI,,,,,,2016
,,,,,,,63.1,,,FJI,,,,,,2017
12.9,41.8,215.3,40386.8,64.3,34095.4,,,81.2,20.7,FRA,,1537,,10355.6,15.8,2007
12.5,42.4,213.6,40308.4,64.9,35102.9,7,,81.4,20.75,FRA,39.2,1543,26.2,10414.8,16.1,2008
12.6,41.7,212,41589.7,64.1,34693.2,6.3,,81.5,20.95,FRA,,1531,,11012.1,16.2,2009
12.3,41.8,207.7,42435.4,64,35909.2,6.8,99.3,81.8,21.15,FRA,42.9,1540,23.3,11180,15.9,2010
12.4,41.8,203.5,42370.3,63.9,37447.9,7,99.4,82.3,21.55,FRA,,1546,,11276.2,15.8,2011
12.2,41.7,201.2,42654.4,64,37684.2,6.6,98.5,82.1,21.25,FRA,44.4,1541,24.1,11438.9,14.6,2012
11.6,42.7,196.3,43012.5,64,39528.5,6.7,97.5,82.3,21.45,FRA,,1526,,11634.9,14.3,2013
12,43.8,196.8,43308.8,63.6,40144.1,6.5,88.8,82.8,21.85,FRA,46.1,1518,22.4,11808.9,13.1,2014
11.9,43.4,197.7,43731.7,63.8,40840.8,6.4,91,82.4,21.45,FRA,49,1519,,11796.1,13.1,2015
11.7,43.5,,44220.3,64.2,42067.3,6.5,79.8,82.6,21.65,FRA,,1526,,,,2016
11.7,43.2,,44469,64.7,44125.4,6.6,79.8,82.6,21.6,FRA,,1522,,,,2017
,,,,69.6,,,,,,G-7,,,,,,2007
,,,,69.5,,,,,,G-7,,,,,,2008
,,,,67.6,,,,,,G-7,,,,,,2009
,,,,67.2,,,,,,G-7,,,,,,2010
,,,,67.5,,,,,,G-7,,,,,,2011
,,,,67.7,,,,,,G-7,,,,,,2012
,,,,68,,,,,,G-7,,,,,,2013
,,,,68.6,,,,,,G-7,,,,,,2014
,,,,69.1,,,,,,G-7,,,,,,2015
,,,,69.9,,,,,,G-7,,,,,,2016
,,,,70.6,,,,,,G-7,,,,,,2017
,36.8,,,,,,91.9,,,G20,,,,,,2010
,36.8,,,,,,92.8,,,G20,,,,,,2011
,,,,,,,90.6,,,G20,,,,,,2012
,,,,,,,89.5,,,G20,,,,,,2013
,,,,,,,87.8,,,G20,,,,,,2014
,,,,,,,87.6,,,G20,,,,,,2015
,,,,,,,85.9,,,G20,,,,,,2016
,,,,,,,85.9,,,G20,,,,,,2017
,,,,,,,67.9,,,G7M,,,,,,2010
,,,,,,,71.8,,,G7M,,,,,,2011
,,,,,,,62.9,,,G7M,,,,,,2012
,,,,,,,59.4,,,G7M,,,,,,2013
,,,,,,,53,,,G7M,,,,,,2014
,,,,,,,52.1,,,G7M,,,,,,2015
,,,,,,,46.1,,,G7M,,,,,,2016
,,,,,,,46.2,,,G7M,,,,,,2017
,,,,,,,99.4,,,GAB,,,,,,2010
,,,,,,4.3,99.4,,,GAB,,,,,,2011
,,,,,,4,99.4,,,GAB,,,,,,2012
,,,,,,3.8,99.4,,,GAB,,,,,,2013
,,,,,,3.9,99.4,,,GAB,,,,,,2014
,,,,,,4.7,99.4,,,GAB,,,,,,2015
,,,,,,4.8,99.4,,,GAB,,,,,,2016
,,,,,,4.8,99.4,,,GAB,,,,,,2017
11.1,36.7,234.8,45881.9,71.5,35409.5,6.8,,79.7,18.85,GBR,60.8,1541,21,7090.1,6.3,2007
10.8,36.4,232.9,44679.5,71.5,36416.5,7,,79.8,18.9,GBR,61.4,1521,21,7412.1,6.9,2008
10.1,36.8,228.5,45455.2,69.9,34777.9,6.9,,80.4,19.35,GBR,61.3,1516,21,7915.9,6.8,2009
10.1,36.9,226.3,45526.6,69.4,36016.3,7,86.9,80.6,19.5,GBR,62.8,1506,20,8045.4,6.7,2010
9.9,37.4,225.2,44375.7,69.3,36805.1,6.9,89.4,81,19.8,GBR,61.7,1518,20,8003.3,6.9,2011
9.6,37.1,225.8,44006.8,70,37908.5,6.9,83.8,81,19.7,GBR,61.9,1531,20,8106,6.9,2012
9.4,37.3,221.9,44141.4,70.5,39519.1,6.9,81.5,81.1,19.75,GBR,62.1,1541,19,8320.3,7.5,2013
9.4,36.9,219.7,43782.3,71.9,40877.7,6.8,71,81.4,20.05,GBR,61.7,1547,19,8269.3,7.4,2014
9.5,35.4,217.7,44125.7,72.7,42055.1,6.5,70.8,81,19.7,GBR,62.9,1531,17.8,8292.3,7.5,2015
9.5,35,216.4,44465.8,73.5,42942.9,6.8,65.6,81.2,19.95,GBR,61.4,1545,16.1,,7.3,2016
9.7,35.4,,44589.8,74.1,44909.1,7.1,65,81.3,19.95,GBR,64.3,1543,17.2,,,2017
,,,,,,3.7,,,,GEO,,,,,,2007
,,,,,,4.2,,,,GEO,,,,,,2008
,,,,,,3.8,,,,GEO,,,,,,2009
,,,,,,4.1,99.8,,,GEO,,,,,,2010
,,,,,,4.2,99.8,,,GEO,,,,,,2011
,,,,,,4.3,99.8,,,GEO,,,,,,2012
,,,,,,4.3,99.8,,,GEO,,,,,,2013
,,,,,,4.3,99.8,,,GEO,,,,,,2014
,,,,,,4.1,99.8,,,GEO,,,,,,2015
,,,,,,4.4,99.8,,,GEO,,,,,,2016
,,,,,,4.5,99.8,,,GEO,,,,,,2017
,,,,,,5.2,,,,GHA,,,,,,2007
,,,,,,5,,,,GHA,,,,,,2008
,,,,,,4.2,,,,GHA,,,,,,2009
,,,,,,4.6,99.7,,,GHA,,,,,,2010
,,,,,,5.6,99.7,,,GHA,,,,,,2011
,,,,,,5.1,99.7,,,GHA,,,,,,2012
,,,,,,5,99.7,,,GHA,,,,,,2013
,,,,,,3.9,99.7,,,GHA,,,,,,2014
,,,,,,4,99.7,,,GHA,,,,,,2015
,,,,,,4.5,99.7,,,GHA,,,,,,2016
,,,,,,5.5,99.7,,,GHA,,,,,,2017
,,,,,,,99.8,,,GIN,,,,,,2010
,,,,,,4,99.8,,,GIN,,,,,,2011
,,,,,,3.7,99.8,,,GIN,,,,,,2012
,,,,,,3.9,99.8,,,GIN,,,,,,2013
,,,,,,3.4,99.8,,,GIN,,,,,,2014
,,,,,,3.5,99.8,,,GIN,,,,,,2015
,,,,,,3.6,99.8,,,GIN,,,,,,2016
,,,,,,4.9,99.8,,,GIN,,,,,,2017
,,,,,,,100,,,GMB,,,,,,2010
,,,,,,,100,,,GMB,,,,,,2011
,,,,,,,100,,,GMB,,,,,,2012
,,,,,,,100,,,GMB,,,,,,2013
,,,,,,,100,,,GMB,,,,,,2014
,,,,,,,100,,,GMB,,,,,,2015
,,,,,,,100,,,GMB,,,,,,2016
,,,,,,4.1,100,,,GMB,,,,,,2017
,,,,,,,99.3,,,GNB,,,,,,2010
,,,,,,,99.3,,,GNB,,,,,,2011
,,,,,,,99.3,,,GNB,,,,,,2012
,,,,,,,99.3,,,GNB,,,,,,2013
,,,,,,,99.3,,,GNB,,,,,,2014
,,,,,,,99.3,,,GNB,,,,,,2015
,,,,,,,99.3,,,GNB,,,,,,2016
,,,,,,,99.3,,,GNB,,,,,,2017
,,,,,,,99.1,,,GNQ,,,,,,2010
,,,,,,,99.1,,,GNQ,,,,,,2011
,,,,,,,99.1,,,GNQ,,,,,,2012
,,,,,,,99.1,,,GNQ,,,,,,2013
,,,,,,,99.1,,,GNQ,,,,,,2014
,,,,,,,99.1,,,GNQ,,,,,,2015
,,,,,,,99.1,,,GNQ,,,,,,2016
,,,,,,,99.1,,,GNQ,,,,,,2017
9.7,37.2,209.6,32739.7,60.9,29291.9,6.6,,79.7,18.8,GRC,,2019,,6423,2.8,2007
9.5,37.8,208.8,32246.4,61.4,30855.9,,,80.3,19.2,GRC,58.3,2015,39.7,6652.6,3.1,2008
9.1,37.8,203.3,33761.8,60.9,30365.4,6,,80.4,19.45,GRC,55.8,1991,31.9,7155.4,3.2,2009
9,38,196.5,31510.1,59.1,28148.3,5.8,99.6,80.7,19.6,GRC,,1932,,7001.9,3.1,2010
8,38.4,193.4,29445.3,55.1,26141.1,5.4,99.6,80.8,19.7,GRC,,1949,,6675.9,3.9,2011
7.6,39.1,198.2,28108,50.8,25284.4,5.1,99.6,80.7,19.5,GRC,,1966,,6423.2,4.2,2012
7.5,39.8,200.4,26289.8,48.8,26097.8,4.7,99.6,81.4,20.15,GRC,,1970,,5843.6,4.5,2013
7,40.2,199,26803.2,49.4,26838.6,4.8,99.6,81.5,20.25,GRC,56.2,1933,27.3,5945.9,4.7,2014
6.6,41.2,199.5,26585.1,50.8,26902.3,5.6,99.6,81.1,19.9,GRC,,1943,,6027.6,4.4,2015
6.5,41.4,199.2,26506.1,52,27273.9,5.3,99.6,81.5,20.3,GRC,,1942,,,4,2016
,41.7,,26486.3,53.5,28579.7,5.1,99.6,81.4,20,GRC,55,1956,,,,2017
,,,,,,6.3,,,,GTM,,,,,,2007
,,,,,,6.4,,,,GTM,,,,,,2008
,,,,,,6.5,,,,GTM,,,,,,2009
,,,,,,6.3,100,,,GTM,,,,,,2010
,,,,,,5.7,100,,,GTM,,,,,,2011
,,,,,,5.9,100,,,GTM,,,,,,2012
,,,,,,6,100,,,GTM,,,,,,2013
,,,,,,6.5,100,,,GTM,,,,,,2014
,,,,,,6.5,100,,,GTM,,,,,,2015
,,,,,,6.4,100,,,GTM,,,,,,2016
,,,,,,6.3,100,,,GTM,,,,,,2017
,,,,,,6,,,,GUY,,,,,,2007
,,,,,,5.1,,,,HKG,,,,,,2008
,,,,,,5.4,,,,HKG,,,,,,2009
,,,,,,5.6,99.4,,,HKG,,,,,,2010
,,,,,,5.5,99.4,,,HKG,,,,,,2011
,,,,,,5.5,99.4,,,HKG,,,,,,2012
,,,,,,,99.4,,,HKG,,,,,,2013
,,,,,,5.5,99.4,,,HKG,,,,,,2014
,,,,,,,99.4,,,HKG,,,,,,2015
,,,,,,5.5,99.4,,,HKG,,,,,,2016
,,,,,,5.4,99.4,,,HKG,,,,,,2017
,,,,,,5.1,,,,HND,,,,,,2007
,,,,,,5.4,,,,HND,,,,,,2008
,,,,,,6,,,,HND,,,,,,2009
,,,,,,5.9,99.8,,,HND,,,,,,2010
,,,,,,5,99.8,,,HND,,,,,,2011
,,,,,,4.6,99.8,,,HND,,,,,,2012
,,,,,,4.7,99.8,,,HND,,,,,,2013
,,,,,,5.1,99.8,,,HND,,,,,,2014
,,,,,,4.8,99.8,,,HND,,,,,,2015
,,,,,,5.6,99.8,,,HND,,,,,,2016
,,,,,,6,99.8,,,HND,,,,,,2017
,,,,,19324.2,5.8,,,,HRV,,,,,,2007
,,,,,20831.5,,,,,HRV,,,,,,2008
,,,,,20029.5,5.4,,,,HRV,,,,,,2009
,,,,,19776.2,5.6,98.2,,,HRV,,,,,,2010
,,,,,20747.4,5.4,98.2,,,HRV,,,,,,2011
,,,,,21149.2,6,98.2,,,HRV,,,,,,2012
,,,,,21813.2,5.9,98.2,,,HRV,,,,,,2013
,,,,,22089.2,5.4,98.2,,,HRV,,,,,,2014
,,,,,22984.2,5.2,98.2,,,HRV,,,,,,2015
,,,,,24535.7,5.4,97.8,,,HRV,,,,,,2016
,,,,,26261.7,5.3,97.8,,,HRV,,,,,,2017
,,,,,,3.8,,,,HTI,,,,,,2008
,,,,,,3.8,99.8,,,HTI,,,,,,2010
,,,,,,4.8,99.8,,,HTI,,,,,,2011
,,,,,,4.4,99.8,,,HTI,,,,,,2012
,,,,,,4.6,99.8,,,HTI,,,,,,2013
,,,,,,3.9,99.8,,,HTI,,,,,,2014
,,,,,,3.6,99.8,,,HTI,,,,,,2015
,,,,,,3.4,99.8,,,HTI,,,,,,2016
,,,,,,3.8,99.8,,,HTI,,,,,,2017
12.6,61.2,293,21951.7,57,19030.1,5,,73.6,15.75,HUN,,1795,,5071.3,23.3,2007
11.8,60.5,294.7,22199.5,56.4,20678.7,,,74.2,16,HUN,,1798,,5178.8,23.4,2008
11.5,60.7,295.5,21364.5,55,20651.8,4.9,,74.4,16.1,HUN,57.85,1781,26.5,4972.9,23.3,2009
10.8,61.2,292.2,21617.8,55,21534.9,4.7,100,74.7,16.15,HUN,,1777,,4965.4,23.4,2010
11.4,60.6,291.1,21604.2,55.4,22841.2,4.9,100,75,16.3,HUN,,1769.9,,4913.2,22.8,2011
11.1,60.1,293.3,20852.3,56.7,23094.5,4.7,100,75.2,16.2,HUN,,1750,,4922.5,22,2012
10.6,60,286.3,20893.4,58.1,24464.1,4.9,100,75.7,16.45,HUN,,1744.6,,4950.5,19.4,2013
10.9,59.7,282.7,20707.5,61.8,25518.2,5.2,100,75.9,16.6,HUN,58.4,1751.7,25.8,5004.3,17.8,2014
10.8,59,280.1,20150.1,64,26356.3,5.3,100,75.7,16.35,HUN,,1748.7,,5031.1,17.3,2015
11.1,59.6,278.8,21077.6,66.5,26851.6,5.4,100,76.2,16.65,HUN,,1760,,,16.2,2016
,60,275.4,22492.7,68.2,28798.6,6.1,100,75.9,16.45,HUN,,1741.3,,,15.1,2017
0.1,19.4,,,,7849.8,5.1,,67.6,,IDN,,,,,,2007
0.1,14.1,,,,8358,4.8,,67.8,,IDN,,,,,,2008
0.1,21.4,,,,8505.5,5.5,,68,,IDN,,,,,,2009
0.1,22.3,,,,8401.7,5.5,95.8,68.2,,IDN,,,36.3,,,2010
0.1,22.9,,,,8973.6,5.2,97.4,68.4,,IDN,,,,,,2011
0.1,22.7,,,,9554.3,5.4,98.4,68.6,,IDN,,,37.9,,,2012
0.3,23.3,,,,10108.4,5.3,93.3,68.7,,IDN,,,,,,2013
0.3,23.9,,,,10661.6,5.6,93.8,68.9,,IDN,25,,,,,2014
0.3,24.9,,,,11156.9,5,95.2,69.1,,IDN,,,39.9,,,2015
0.3,25.7,,,,11714.4,5.1,94.8,69.3,,IDN,,,,,,2016
,26,,,,12380.7,5.1,94.8,69.4,,IDN,,,,,,2017
1.6,,,,,3585.8,5,,65.4,,IND,,,,,,2007
1.9,,,,,3745.8,5.1,,65.8,,IND,,,,,,2008
2.5,,,,,4038.3,4.5,,66.3,,IND,,,,,,2009
2.7,,,,,4414.1,5,99.9,66.7,,IND,,,13.7,,,2010
3,18.1,,,,4739.4,4.6,99.9,67.1,,IND,,,,,,2011
3.1,,,,,5028.2,4.7,99.9,67.4,,IND,,,12.6,,,2012
3.1,,,,,5366.2,4.4,99.9,67.8,,IND,,,,,,2013
3,,,,,5793.2,4.4,99.9,68.1,,IND,,,,,,2014
3,,,,,6254.6,4.3,99.9,68.4,,IND,,,11.2,,,2015
3,,,,,6701.3,4.2,99.9,68.6,,IND,,,,,,2016
,,,,,,4,99.9,68.9,,IND,,,,,,2017
13.2,35.3,240.3,43479.1,71.7,46746.5,,,79.7,18.55,IRL,56,1763,24,8060.8,10.4,2007
12.2,35.6,242.4,44888.4,69.7,44219.8,7.6,,80.2,18.55,IRL,,1743,,8949,11.5,2008
11,35.3,242.5,48160,63.6,41587.1,7,,80.3,19.05,IRL,,1713,,10142.5,11.7,2009
11.6,35.2,225.3,48697.7,61,43298.7,7.3,52.5,80.8,19.25,IRL,,1702,,10638.7,10.8,2010
11.7,35.5,237.2,48764.7,60,44870.5,7,60.3,80.8,19.4,IRL,,1702,,10516.2,12.2,2011
11.5,34.9,228.7,48153.4,59.9,46277.6,7,31.6,80.9,19.35,IRL,,1707,,10350.2,12.1,2012
10.6,35.3,227,46724.8,61.7,47936.4,6.8,29.1,81,19.45,IRL,,1720,,9968.1,10.9,2013
