TIME,Average Wages,Hours worked,Education,Pollution,GDP,Happiness,Social spending,Employment rate,Alcohol,Smokers,Cancer,Suicide,LifeAtOld,LifeAtBirth,Obese
,,,,,,,,,,,,,,,
,1.0,-0.9999999999999999,1.0,1.0,-0.9999999999999999,-1.0000000000000002,-1.0,-1.0,0.9999999999999998,-1.0,-1.0,0.9999999999999998,-0.9999999999999999,-1.0,-0.9627454535833425
,-0.9999999999999999,1.0,-1.0,-1.0,0.9999999999999999,1.0,1.0,1.0,-1.0,1.0,1.0,-0.9999999999999998,0.9999999999999999,1.0,0.9627454535833427
,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.9999999999999998,0.9999999999999999,-1.0,-0.9999999999999999,1.0,-1.0,-1.0,-0.9627454535833425
,1.0,-1.0,1.0,1.0,-1.0000000000000002,-1.0000000000000002,-1.0,-0.9999999999999999,1.0,-1.0000000000000002,-0.9999999999999998,1.0,-1.0,-1.0,-0.9627454535833426
,-0.9999999999999999,0.9999999999999999,-1.0,-1.0000000000000002,1.0,0.9999999999999998,1.0,0.9999999999999998,-1.0,0.9999999999999998,1.0,-0.9999999999999998,0.9999999999999999,1.0,0.9627454535833424
,-1.0000000000000002,1.0,-1.0,-1.0000000000000002,0.9999999999999998,1.0,1.0,1.0,-1.0,1.0,0.9999999999999998,-1.0,1.0,1.0,0.9627454535833426
,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,0.9999999999999999,0.9999999999999998,-0.9999999999999999,0.9999999999999999,0.9999999999999998,0.9627454535833427
,-1.0,1.0,-0.9999999999999998,-0.9999999999999999,0.9999999999999998,1.0,1.0,1.0,-0.9999999999999998,1.0,0.9999999999999998,-1.0,1.0,1.0,0.9627454535833424
,0.9999999999999998,-1.0,0.9999999999999999,1.0,-1.0,-1.0,-1.0,-0.9999999999999998,1.0,-1.0,-0.9999999999999999,1.0,-1.0,-1.0000000000000002,-0.9627454535833426
,-1.0,1.0,-1.0,-1.0000000000000002,0.9999999999999998,1.0,0.9999999999999999,1.0,-1.0,1.0,1.0,-1.0,0.9999999999999999,0.9999999999999998,0.9627454535833425
,-1.0,1.0,-0.9999999999999999,-0.9999999999999998,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,-0.9999999999999999,1.0,1.0,-1.0,1.0,0.9999999999999999,0.9627454535833424
,0.9999999999999998,-0.9999999999999998,1.0,1.0,-0.9999999999999998,-1.0,-0.9999999999999999,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.9627454535833426
,-0.9999999999999999,0.9999999999999999,-1.0,-1.0,0.9999999999999999,1.0,0.9999999999999999,1.0,-1.0,0.9999999999999999,1.0,-1.0,1.0,1.0,0.9627454535833425
,-1.0,1.0,-1.0,-1.0,1.0,1.0,0.9999999999999998,1.0,-1.0000000000000002,0.9999999999999998,0.9999999999999999,-1.0,1.0,1.0,0.9627454535833427
,-0.9627454535833425,0.9627454535833427,-0.9627454535833425,-0.9627454535833426,0.9627454535833424,0.9627454535833426,0.9627454535833427,0.9627454535833424,-0.9627454535833426,0.9627454535833425,0.9627454535833424,-0.9627454535833426,0.9627454535833425,0.9627454535833427,1.0
