TIME,Average Wages,Hours worked,Education,Pollution,GDP,Happiness,Social spending,Employment rate,Alcohol,Smokers,Cancer,Suicide,LifeAtOld,LifeAtBirth,Obese
,,,,,,,,,,,,,,,
,1.0,0.19148688468308225,-0.5529965712309787,0.053786660817872686,-0.1728582548357828,-0.42502624758243907,-0.09828211783459125,-0.06753016447511377,0.3979974187885099,0.38282906993655447,0.5119758318927802,0.07919532904753626,0.10385457127648376,-0.8002459278978834,0.08383009009149996
,0.19148688468308225,1.0,-0.19248174199485418,0.20525282211506152,-0.006423908878913105,-0.5901859645211,-0.0005634282596325167,-0.5610038300839667,0.05720113604347172,0.7030479055186486,0.26476213643562935,0.11235566166373051,-0.05002160501791924,-0.1070204378427195,-0.29098002806660717
,-0.5529965712309787,-0.19248174199485418,1.0,-0.6604552193435732,0.836967849189383,0.6061596981039407,0.8156394487558186,0.439614437772265,0.2747433766866971,-0.4978097467231842,0.028589281425030342,-0.3437330473677447,0.24333955567370008,0.31241913092342855,0.37219139975910526
,0.053786660817872686,0.20525282211506152,-0.6604552193435732,1.0,-0.49246976635398343,-0.6091377211015592,-0.7957678177659678,-0.5193111080906101,-0.47425337469437306,0.3001682554112867,-0.4747639311131293,0.6928491030194712,-0.36048909949848085,-0.010192625481186903,-0.7069684365076374
,-0.1728582548357828,-0.006423908878913105,0.836967849189383,-0.49246976635398343,1.0,0.30375154811876026,0.8644200571745528,0.18513021085772574,0.38011750785627,-0.38879615725082894,0.04588654082002128,-0.25727461187057066,0.3060867738690001,0.09601616002391308,0.39395289347682844
,-0.42502624758243907,-0.5901859645211,0.6061596981039407,-0.6091377211015592,0.30375154811876026,1.0,0.3915654698883231,0.66723206577369,-0.17049545505440541,-0.8184630978867039,0.09605241133910726,-0.5811050158048742,0.5324756416867588,0.21433313799189305,0.5537319756839596
,-0.09828211783459125,-0.0005634282596325167,0.8156394487558186,-0.7957678177659678,0.8644200571745528,0.3915654698883231,1.0,0.18910638079424705,0.47534248981091426,-0.22632735021988223,0.20646759771304496,-0.4902000179496894,0.32527171646718384,0.1188705077871349,0.502307143866702
,-0.06753016447511377,-0.5610038300839667,0.439614437772265,-0.5193111080906101,0.18513021085772574,0.66723206577369,0.18910638079424705,1.0,0.3747849300966784,-0.5485800824758654,0.4223070464345094,-0.13276877111303417,0.2962255682423184,-0.3449998749861249,0.364577590050964
,0.3979974187885099,0.05720113604347172,0.2747433766866971,-0.47425337469437306,0.38011750785627,-0.17049545505440541,0.47534248981091426,0.3747849300966784,1.0,0.27058974854646095,0.44251459496161394,0.16530122669457134,0.048236782778732286,-0.4458606513971446,0.095405823243321
,0.38282906993655447,0.7030479055186486,-0.4978097467231842,0.3001682554112867,-0.38879615725082894,-0.8184630978867039,-0.22632735021988223,-0.5485800824758654,0.27058974854646095,1.0,0.137534300705757,0.43471147136689287,-0.4261367818520695,-0.22507083171644265,-0.5866933993077412
,0.5119758318927802,0.26476213643562935,0.028589281425030342,-0.4747639311131293,0.04588654082002128,0.09605241133910726,0.20646759771304496,0.4223070464345094,0.44251459496161394,0.137534300705757,1.0,-0.39017285226785187,0.34826331011062656,-0.6015928275766977,0.38989039742954645
,0.07919532904753626,0.11235566166373051,-0.3437330473677447,0.6928491030194712,-0.25727461187057066,-0.5811050158048742,-0.4902000179496894,-0.13276877111303417,0.16530122669457134,0.43471147136689287,-0.39017285226785187,1.0,-0.4370959819180939,-0.24137334832311305,-0.8425378594561824
,0.10385457127648376,-0.05002160501791924,0.24333955567370008,-0.36048909949848085,0.3060867738690001,0.5324756416867588,0.32527171646718384,0.2962255682423184,0.048236782778732286,-0.4261367818520695,0.34826331011062656,-0.4370959819180939,1.0,0.018796037274926947,0.4064145710237804
,-0.8002459278978834,-0.1070204378427195,0.31241913092342855,-0.010192625481186903,0.09601616002391308,0.21433313799189305,0.1188705077871349,-0.3449998749861249,-0.4458606513971446,-0.22507083171644265,-0.6015928275766977,-0.24137334832311305,0.018796037274926947,1.0,-0.009810350409177562
,0.08383009009149996,-0.29098002806660717,0.37219139975910526,-0.7069684365076374,0.39395289347682844,0.5537319756839596,0.502307143866702,0.364577590050964,0.095405823243321,-0.5866933993077412,0.38989039742954645,-0.8425378594561824,0.4064145710237804,-0.009810350409177562,1.0
