LOCATION,TIME,Average Wages,Hours worked,Education,Pollution,GDP,Happiness,Social spending,Employment rate,Alcohol,Smokers,Cancer,Suicide,LifeAtOld,LifeAtBirth,Obese
CYP,2007,,,,,32850.0,,,,,,,,,,
CYP,2008,,,,,34824.0,,,,,,,,,,
CYP,2009,,,,,33888.3,6.8,,,,,,,,,
CYP,2010,,99.6,,,33230.6,6.4,,,,,,,,,
CYP,2011,,99.6,,,33192.4,6.7,,,,,,,,,
CYP,2012,,99.6,,,31914.7,6.2,,,,,,,,,
CYP,2013,,99.6,,,30620.7,5.4,,,,,,,,,
CYP,2014,,99.6,,,30390.5,5.6,,,,,,,,,
CYP,2015,,99.6,,,31578.3,5.4,,,,,,,,,
CYP,2016,,99.6,,,33682.4,5.8,,,,,,,,,
CYP,2017,,99.6,,,36155.7,6.1,,,,,,,,,
CZE,2007,76.8,,22412.3,1784.0,26064.5,6.5,4924.9,66.1,12.1,24.0,261.1,12.7,168,77.0,
CZE,2008,76.4,,22423.0,1790.0,27724.4,,5085.3,66.5,12.1,21.8,256.7,12.6,"1,705",77.3,55.1
CZE,2008,76.4,,22423.0,1790.0,27724.4,,5085.3,66.5,12.1,21.8,256.7,12.6,"1,705",77.3,56.0
CZE,2009,75.9,,22371.7,1779.0,27474.2,,5438.8,65.4,12.1,23.8,253.1,13.2,170,77.4,
CZE,2010,75.2,100.0,22944.5,1800.0,27554.7,6.2,5439.7,65.0,11.4,22.8,250.3,13.5,"1,725",77.7,55.0
CZE,2011,74.1,100.0,23102.0,1806.0,28795.8,6.3,5557.2,65.7,11.5,21.7,239.8,14.3,174,78.0,
CZE,2012,73.2,100.0,23089.7,1776.0,29051.4,6.3,5564.9,66.5,11.6,22.9,236.6,14.7,"1,745",78.2,
CZE,2013,72.4,100.0,22846.1,1763.0,30496.0,6.7,5796.2,67.7,11.5,22.2,229.8,14.2,175,78.3,
CZE,2014,71.7,100.0,23324.3,1777.0,32265.0,6.5,5751.1,69.0,11.9,22.3,225.8,13.3,"1,795",78.9,55.4
CZE,2015,71.0,99.9,23962.8,1756.0,33701.4,6.6,5799.7,70.2,11.5,18.2,220.5,12.3,"1,765",78.7,
CZE,2016,70.5,99.9,24778.2,1779.0,35234.0,6.7,,72.0,11.7,19.6,219.8,11.7,181,79.1,
CZE,2017,69.9,99.9,25804.1,1784.0,38037.2,6.8,,73.6,11.6,18.4,215.6,12.4,180,79.1,
DEU,2007,60.1,,43802.1,1424.4,37024.4,6.4,9602.2,69.0,11.9,,209.9,10.2,"1,905",80.1,
DEU,2008,59.9,,44079.1,1418.4,38662.6,6.5,9785.9,70.1,11.8,,210.5,10.3,191,80.2,
DEU,2009,59.1,,44253.6,1372.7,37695.7,6.6,10203.1,70.3,11.6,21.9,207.0,10.3,192,80.3,51.4
DEU,2010,59.2,99.7,44451.2,1389.9,39916.1,6.7,10347.0,71.2,11.4,,206.0,10.8,"1,935",80.5,
DEU,2011,58.7,99.6,45209.4,1392.8,42692.5,6.6,10215.3,72.7,11.9,,205.0,10.8,194,80.5,
DEU,2012,58.2,98.6,45725.2,1375.0,43564.1,6.7,10192.6,73.0,11.8,,201.6,10.5,194,80.6,60.0
DEU,2013,57.8,98.1,46277.2,1362.7,45232.0,7.0,10280.4,73.5,11.7,20.9,204.8,10.8,"1,935",80.6,52.4
DEU,2014,59.8,96.4,47010.0,1366.9,47190.5,7.0,10442.2,73.8,11.6,,200.9,10.8,198,81.2,50.7
DEU,2015,59.2,96.5,48034.6,1369.8,47979.2,7.0,10598.7,74.0,12.0,,199.6,10.6,"1,945",80.7,
DEU,2016,58.2,90.3,48709.6,1362.8,49921.1,6.9,,74.7,10.9,,200.3,10.2,197,81.1,
DEU,2017,57.9,90.3,49161.1,1360.4,52574.3,7.1,,75.2,,18.8,,,"1,965",81.1,52.7
DJI,2008,,,,,,5.0,,,,,,,,,
DJI,2009,,,,,,4.9,,,,,,,,,
DJI,2010,,,,,,5.0,,,,,,,,,
DJI,2011,,,,,,4.4,,,,,,,,,
DNK,2007,43.4,,49771.8,1433.0,38978.8,7.8,11336.2,77.0,12.1,24.0,259.5,10.3,"1,785",78.4,
DNK,2008,42.4,,50445.5,1430.0,41283.0,8.0,11384.9,77.8,10.9,23.0,256.7,10.7,"1,805",78.8,
DNK,2009,42.3,,51668.6,1417.0,40340.4,7.7,11989.8,75.4,10.1,19.0,248.9,10.8,"1,815",79.0,
DNK,2010,42.4,95.6,52263.9,1422.0,43004.9,7.8,12308.1,73.3,10.3,20.9,252.5,9.8,"1,835",79.3,46.7
DNK,2011,43.2,98.6,51993.3,1437.0,44408.0,7.8,12439.1,73.2,10.5,,246.6,10.2,187,79.9,
DNK,2012,43.1,85.1,51923.1,1423.0,44808.5,7.5,12469.8,72.6,9.3,,246.1,11.3,"1,885",80.1,
DNK,2013,42.8,79.5,52260.7,1426.0,46742.9,7.6,12549.3,72.5,9.4,17.0,238.3,10.3,"1,905",80.4,47.4
DNK,2014,43.8,83.2,53260.7,1414.0,47905.5,7.5,12705.6,72.8,9.5,,233.4,10.6,"1,945",80.8,
DNK,2015,43.3,76.7,54196.9,1407.0,49071.3,7.5,12895.2,73.5,9.3,,230.4,9.4,"1,935",80.8,
DNK,2016,42.6,62.8,55032.3,1412.0,50685.4,7.6,,74.8,9.4,,,,195,80.9,
DNK,2017,42.1,62.7,54722.5,1405.0,54337.4,7.6,,74.2,9.1,16.9,,,195,81.2,51.0
DOM,2007,,,,,,5.1,,,,,,,,,
DOM,2008,,,,,,4.8,,,,,,,,,
DOM,2009,,,,,,5.4,,,,,,,,,
DOM,2010,,99.8,,,,4.7,,,,,,,,,
DOM,2011,,99.8,,,,5.4,,,,,,,,,
DOM,2012,,99.8,,,,4.8,,,,,,,,,
DOM,2013,,99.8,,,,5.0,,,,,,,,,
DOM,2014,,99.8,,,,5.4,,,,,,,,,
DOM,2015,,99.8,,,,5.1,,,,,,,,,
DOM,2016,,99.7,,,,5.2,,,,,,,,,
DOM,2017,,99.7,,,,5.6,,,,,,,,,
DZA,2010,,99.8,,,,5.5,,,,,,,,,
DZA,2011,,99.8,,,,5.3,,,,,,,,,
DZA,2012,,99.8,,,,5.6,,,,,,,,,
DZA,2013,,99.8,,,,,,,,,,,,,
DZA,2014,,99.8,,,,6.4,,,,,,,,,
DZA,2015,,99.8,,,,,,,,,,,,,
DZA,2016,,99.8,,,,5.3,,,,,,,,,
DZA,2017,,99.8,,,,5.2,,,,,,,,,
EA1,2007,,,,,34511.4,,,65.4,,,,,,,
EA1,2008,,,,,35844.7,,,65.8,,,,,,,
EA1,2009,,,,,34946.9,,,64.3,,,,,,,
EA1,2010,,,,,35906.1,,,64.0,,,,,,,
EA1,2011,,,,,37384.1,,,64.2,,,,,,,
EA1,2012,,,,,37737.4,,,63.7,,,,,,,
EA1,2013,,,,,38956.1,,,63.5,,,,,,,
EA1,2014,,,,,39977.6,,,63.8,,,,,,,
EA1,2015,,,,,41073.4,,,64.5,,,,,,,
EA1,2016,,,,,42723.9,,,65.4,,,,,,,
EA1,2017,,,,,45052.6,,,66.3,,,,,,,
ECU,2007,,,,,,5.0,,,,,,,,,
ECU,2008,,,,,,5.3,,,,,,,,,
ECU,2009,,,,,,6.0,,,,,,,,,
ECU,2010,,100.0,,,,5.8,,,,,,,,,
ECU,2011,,100.0,,,,5.8,,,,,,,,,
ECU,2012,,100.0,,,,6.0,,,,,,,,,
ECU,2013,,99.9,,,,6.0,,,,,,,,,
ECU,2014,,99.8,,,,5.9,,,,,,,,,
ECU,2015,,99.6,,,,6.0,,,,,,,,,
ECU,2016,,99.2,,,,6.1,,,,,,,,,
ECU,2017,,98.9,,,,5.8,,,,,,,,,
EGY,2007,,,,,,5.5,,,,,,,,,
EGY,2008,,,,,,4.6,,,,,,,,,
EGY,2009,,,,,,5.1,,,,,,,,,
EGY,2010,,99.9,,,,4.7,,,,,,,,,
EGY,2011,,99.9,,,,4.2,,,,,,,,,
EGY,2012,,99.9,,,,4.2,,,,,,,,,
EGY,2013,,99.9,,,,3.6,,,,,,,,,
EGY,2014,,99.9,,,,4.9,,,,,,,,,
EGY,2015,,99.9,,,,4.8,,,,,,,,,
EGY,2016,,99.9,,,,4.6,,,,,,,,,
EGY,2017,,99.9,,,,3.9,,,,,,,,,
ERI,2010,,99.5,,,,,,,,,,,,,
ERI,2011,,99.5,,,,,,,,,,,,,
ERI,2012,,99.5,,,,,,,,,,,,,
ERI,2013,,99.5,,,,,,,,,,,,,
ERI,2014,,99.5,,,,,,,,,,,,,
ERI,2015,,99.5,,,,,,,,,,,,,
ERI,2016,,99.5,,,,,,,,,,,,,
ERI,2017,,99.5,,,,,,,,,,,,,
ESP,2007,21.4,,37589.7,1703.5,32431.6,7.0,7016.7,65.8,11.1,,202.8,6.7,198,81.2,
ESP,2008,21.6,,39102.3,1712.6,33242.2,7.3,7447.3,64.5,10.2,,199.9,7.0,201,81.5,
ESP,2009,21.6,,41750.9,1719.7,32095.8,6.2,8146.8,60.0,10.0,26.2,197.8,6.9,204,81.9,52.8
ESP,2010,21.9,74.3,41034.3,1710.4,31690.0,6.2,7902.2,58.9,9.8,,197.5,6.3,"2,075",82.4,
ESP,2011,22.1,80.2,40452.8,1715.5,31872.4,6.5,8006.2,58.0,9.0,23.9,197.7,6.3,209,82.6,52.7
ESP,2012,22.0,70.6,39301.6,1701.2,31724.6,6.3,7750.5,55.8,8.8,,194.1,6.9,"2,075",82.5,
ESP,2013,21.7,65.3,39391.3,1693.5,32452.7,6.2,7712.2,54.8,8.8,,190.8,7.5,213,83.2,
ESP,2014,21.9,53.1,39397.8,1694.6,33544.4,6.5,7741.4,56.0,8.7,23.0,185.8,7.6,214,83.3,51.5
ESP,2015,22.4,60.5,40087.6,1699.6,34938.6,6.4,7832.1,57.8,8.3,,184.2,6.9,210,82.9,
ESP,2016,22.6,46.0,39860.3,1701.5,36581.5,6.3,,59.5,8.6,,184.7,6.8,215,83.4,
ESP,2017,22.7,46.4,39073.3,1690.2,38939.2,6.2,,61.1,,22.1,,,"2,135",83.4,53.0
EST,2007,55.7,,21771.9,1929.0,21928.0,5.3,3265.5,69.7,14.8,,238.4,18.2,"1,585",73.2,
EST,2008,54.1,,22052.8,1900.0,22641.8,5.5,3784.1,70.1,14.2,26.2,237.5,17.3,163,74.2,49.6
EST,2009,52.6,,21304.5,1769.0,20484.2,5.1,4116.8,63.8,11.9,,234.7,19.3,167,75.2,
EST,2010,53.7,6.2,21192.4,1810.0,21552.2,,3948.4,61.2,11.4,26.2,233.4,15.9,169,75.9,48.6
EST,2011,52.1,6.0,20320.6,1852.0,24501.3,5.5,3796.7,65.3,12.0,,235.5,15.3,"1,745",76.4,
EST,2012,52.3,1.8,21161.9,1820.0,25973.3,5.4,3862.9,67.2,12.1,26.0,233.3,16.6,"1,755",76.5,48.9
EST,2013,53.2,0.7,21459.6,1801.0,27449.9,5.4,3938.0,68.5,11.9,,231.0,15.3,"1,775",77.3,
EST,2014,50.6,0.7,22570.8,1795.0,28936.5,5.6,4230.2,69.6,11.1,22.1,237.0,17.5,178,77.2,52.0
EST,2014,50.6,0.7,22570.8,1795.0,28936.5,5.6,4230.2,69.6,11.1,22.1,237.0,17.5,178,77.2,51.3
EST,2015,50.5,0.0,23436.4,1788.0,29259.8,5.6,4639.2,71.9,10.6,,234.9,14.1,181,77.7,
EST,2016,50.1,0.0,24691.3,1791.0,30895.0,5.6,,72.1,10.2,21.3,226.6,13.0,"1,825",77.8,51.7
EST,2017,49.0,0.0,25368.1,1792.0,33493.2,5.9,,74.1,10.3,,,,182,78.2,
ETH,2010,,100.0,,,,,,,,,,,,,
ETH,2011,,100.0,,,,,,,,,,,,,
ETH,2012,,100.0,,,,4.6,,,,,,,,,
ETH,2013,,100.0,,,,4.4,,,,,,,,,
ETH,2014,,100.0,,,,4.5,,,,,,,,,
ETH,2015,,100.0,,,,4.6,,,,,,,,,
ETH,2016,,100.0,,,,4.3,,,,,,,,,
ETH,2017,,100.0,,,,4.2,,,,,,,,,
EU2,2007,,,,,31604.1,,,65.2,,,,,,,
EU2,2008,,,,,33034.4,,,65.7,,,,,,,
EU2,2009,,,,,32224.4,,,64.4,,,,,,,
EU2,2010,,90.2,,,33271.1,,,64.1,,,,,,,
EU2,2011,,91.3,,,34678.1,,,64.2,,,,,,,
EU2,2012,,88.3,,,35224.0,,,64.1,,,,,,,
EU2,2013,,87.1,,,36459.1,,,64.0,,,,,,,
EU2,2014,,82.9,,,37526.7,,,64.8,,,,,,,
EU2,2015,,83.7,,,38667.6,,,65.6,,,,,,,
EU2,2016,,78.5,,,40153.6,,,66.6,,,,,,,
EU2,2017,,78.5,,,42458.2,,,67.7,,,,,,,
FIN,2007,44.2,,42110.7,1614.0,37703.3,,9428.4,70.3,10.5,20.6,182.4,18.2,191,79.6,48.9
FIN,2008,44.5,,42518.6,1608.0,39969.4,7.7,9645.8,71.0,10.3,20.4,180.4,19.0,194,79.9,48.8
FIN,2009,44.7,,42861.7,1585.0,37829.8,,10162.5,68.7,10.0,18.6,176.9,18.9,194,80.1,49.3
FIN,2010,44.8,1.3,43535.2,1592.0,38737.1,7.4,10601.6,68.2,9.7,19.0,182.5,17.3,195,80.2,49.7
FIN,2011,44.4,1.3,43684.9,1587.0,40683.3,7.4,10722.8,69.0,9.8,17.8,178.4,16.4,197,80.6,65.0
FIN,2011,44.4,1.3,43684.9,1587.0,40683.3,7.4,10722.8,69.0,9.8,17.8,178.4,16.4,197,80.6,50.8
FIN,2012,45.1,0.0,43715.2,1575.0,40619.9,7.4,11009.1,69.4,9.3,17.0,176.5,15.6,197,80.7,58.0
FIN,2012,45.1,0.0,43715.2,1575.0,40619.9,7.4,11009.1,69.4,9.3,17.0,176.5,15.6,197,80.7,49.4
FIN,2013,45.3,0.0,43245.3,1565.0,41293.3,7.4,11288.1,68.9,9.1,15.8,175.8,15.8,199,81.1,49.9
FIN,2014,44.7,0.0,43229.1,1562.0,41462.7,7.4,11460.6,68.7,8.8,15.4,172.3,14.1,"1,995",81.3,52.1
FIN,2015,44.4,0.0,43617.3,1563.0,42213.5,7.4,11514.6,68.5,8.5,17.4,172.8,13.1,201,81.6,56.0
FIN,2016,44.3,0.0,43968.9,1560.0,43730.0,7.7,,69.1,8.4,15.0,173.1,13.9,"2,005",81.5,56.0
FIN,2017,43.8,0.0,43801.9,1556.0,46349.1,7.8,,70.0,8.4,13.0,,,"2,025",81.7,67.6
FIN,2017,43.8,0.0,43801.9,1556.0,46349.1,7.8,,70.0,8.4,13.0,,,"2,025",81.7,57.0
FJI,2010,,77.5,,,,,,,,,,,,,
FJI,2011,,77.5,,,,,,,,,,,,,
FJI,2012,,77.5,,,,,,,,,,,,,
FJI,2013,,77.4,,,,,,,,,,,,,
FJI,2014,,77.4,,,,,,,,,,,,,
FJI,2015,,77.2,,,,,,,,,,,,,
FJI,2016,,71.0,,,,,,,,,,,,,
FJI,2017,,63.1,,,,,,,,,,,,,
FRA,2007,41.8,,40386.8,1537.0,34095.4,,10355.6,64.3,12.9,,215.3,15.8,207,81.2,
FRA,2008,42.4,,40308.4,1543.0,35102.9,7.0,10414.8,64.9,12.5,26.2,213.6,16.1,"2,075",81.4,39.2
FRA,2009,41.7,,41589.7,1531.0,34693.2,6.3,11012.1,64.1,12.6,,212.0,16.2,"2,095",81.5,
FRA,2010,41.8,99.3,42435.4,1540.0,35909.2,6.8,11180.0,64.0,12.3,23.3,207.7,15.9,"2,115",81.8,42.9
FRA,2011,41.8,99.4,42370.3,1546.0,37447.9,7.0,11276.2,63.9,12.4,,203.5,15.8,"2,155",82.3,
FRA,2012,41.7,98.5,42654.4,1541.0,37684.2,6.6,11438.9,64.0,12.2,24.1,201.2,14.6,"2,125",82.1,44.4
FRA,2013,42.7,97.5,43012.5,1526.0,39528.5,6.7,11634.9,64.0,11.6,,196.3,14.3,"2,145",82.3,
FRA,2014,43.8,88.8,43308.8,1518.0,40144.1,6.5,11808.9,63.6,12.0,22.4,196.8,13.1,"2,185",82.8,46.1
FRA,2015,43.4,91.0,43731.7,1519.0,40840.8,6.4,11796.1,63.8,11.9,,197.7,13.1,"2,145",82.4,49.0
FRA,2016,43.5,79.8,44220.3,1526.0,42067.3,6.5,,64.2,11.7,,,,"2,165",82.6,
FRA,2017,43.2,79.8,44469.0,1522.0,44125.4,6.6,,64.7,11.7,,,,216,82.6,
G-7,2007,,,,,,,,69.6,,,,,,,
G-7,2008,,,,,,,,69.5,,,,,,,
G-7,2009,,,,,,,,67.6,,,,,,,
G-7,2010,,,,,,,,67.2,,,,,,,
G-7,2011,,,,,,,,67.5,,,,,,,
G-7,2012,,,,,,,,67.7,,,,,,,
G-7,2013,,,,,,,,68.0,,,,,,,
G-7,2014,,,,,,,,68.6,,,,,,,
G-7,2015,,,,,,,,69.1,,,,,,,
G-7,2016,,,,,,,,69.9,,,,,,,
G-7,2017,,,,,,,,70.6,,,,,,,
G20,2010,36.8,91.9,,,,,,,,,,,,,
G20,2011,36.8,92.8,,,,,,,,,,,,,
G20,2012,,90.6,,,,,,,,,,,,,
G20,2013,,89.5,,,,,,,,,,,,,
G20,2014,,87.8,,,,,,,,,,,,,
G20,2015,,87.6,,,,,,,,,,,,,
G20,2016,,85.9,,,,,,,,,,,,,
G20,2017,,85.9,,,,,,,,,,,,,
G7M,2010,,67.9,,,,,,,,,,,,,
G7M,2011,,71.8,,,,,,,,,,,,,
G7M,2012,,62.9,,,,,,,,,,,,,
G7M,2013,,59.4,,,,,,,,,,,,,
G7M,2014,,53.0,,,,,,,,,,,,,
G7M,2015,,52.1,,,,,,,,,,,,,
G7M,2016,,46.1,,,,,,,,,,,,,
G7M,2017,,46.2,,,,,,,,,,,,,
GAB,2010,,99.4,,,,,,,,,,,,,
GAB,2011,,99.4,,,,4.3,,,,,,,,,
GAB,2012,,99.4,,,,4.0,,,,,,,,,
GAB,2013,,99.4,,,,3.8,,,,,,,,,
GAB,2014,,99.4,,,,3.9,,,,,,,,,
GAB,2015,,99.4,,,,4.7,,,,,,,,,
GAB,2016,,99.4,,,,4.8,,,,,,,,,
GAB,2017,,99.4,,,,4.8,,,,,,,,,
GBR,2007,36.7,,45881.9,1541.0,35409.5,6.8,7090.1,71.5,11.1,21.0,234.8,6.3,"1,885",79.7,60.8
GBR,2008,36.4,,44679.5,1521.0,36416.5,7.0,7412.1,71.5,10.8,21.0,232.9,6.9,189,79.8,61.4
GBR,2009,36.8,,45455.2,1516.0,34777.9,6.9,7915.9,69.9,10.1,21.0,228.5,6.8,"1,935",80.4,61.3
GBR,2010,36.9,86.9,45526.6,1506.0,36016.3,7.0,8045.4,69.4,10.1,20.0,226.3,6.7,195,80.6,62.8
GBR,2011,37.4,89.4,44375.7,1518.0,36805.1,6.9,8003.3,69.3,9.9,20.0,225.2,6.9,198,81.0,61.7
GBR,2012,37.1,83.8,44006.8,1531.0,37908.5,6.9,8106.0,70.0,9.6,20.0,225.8,6.9,197,81.0,61.9
GBR,2013,37.3,81.5,44141.4,1541.0,39519.1,6.9,8320.3,70.5,9.4,19.0,221.9,7.5,"1,975",81.1,62.1
GBR,2014,36.9,71.0,43782.3,1547.0,40877.7,6.8,8269.3,71.9,9.4,19.0,219.7,7.4,"2,005",81.4,61.7
GBR,2015,35.4,70.8,44125.7,1531.0,42055.1,6.5,8292.3,72.7,9.5,17.8,217.7,7.5,197,81.0,62.9
GBR,2016,35.0,65.6,44465.8,1545.0,42942.9,6.8,,73.5,9.5,16.1,216.4,7.3,"1,995",81.2,61.4
GBR,2017,35.4,65.0,44589.8,1543.0,44909.1,7.1,,74.1,9.7,17.2,,,"1,995",81.3,64.3
GEO,2007,,,,,,3.7,,,,,,,,,
GEO,2008,,,,,,4.2,,,,,,,,,
GEO,2009,,,,,,3.8,,,,,,,,,
GEO,2010,,99.8,,,,4.1,,,,,,,,,
GEO,2011,,99.8,,,,4.2,,,,,,,,,
GEO,2012,,99.8,,,,4.3,,,,,,,,,
GEO,2013,,99.8,,,,4.3,,,,,,,,,
GEO,2014,,99.8,,,,4.3,,,,,,,,,
GEO,2015,,99.8,,,,4.1,,,,,,,,,
GEO,2016,,99.8,,,,4.4,,,,,,,,,
GEO,2017,,99.8,,,,4.5,,,,,,,,,
GHA,2007,,,,,,5.2,,,,,,,,,
GHA,2008,,,,,,5.0,,,,,,,,,
GHA,2009,,,,,,4.2,,,,,,,,,
GHA,2010,,99.7,,,,4.6,,,,,,,,,
GHA,2011,,99.7,,,,5.6,,,,,,,,,
GHA,2012,,99.7,,,,5.1,,,,,,,,,
GHA,2013,,99.7,,,,5.0,,,,,,,,,
GHA,2014,,99.7,,,,3.9,,,,,,,,,
GHA,2015,,99.7,,,,4.0,,,,,,,,,
GHA,2016,,99.7,,,,4.5,,,,,,,,,
GHA,2017,,99.7,,,,5.5,,,,,,,,,
GIN,2010,,99.8,,,,,,,,,,,,,
GIN,2011,,99.8,,,,4.0,,,,,,,,,
GIN,2012,,99.8,,,,3.7,,,,,,,,,
GIN,2013,,99.8,,,,3.9,,,,,,,,,
GIN,2014,,99.8,,,,3.4,,,,,,,,,
GIN,2015,,99.8,,,,3.5,,,,,,,,,
GIN,2016,,99.8,,,,3.6,,,,,,,,,
GIN,2017,,99.8,,,,4.9,,,,,,,,,
GMB,2010,,100.0,,,,,,,,,,,,,
GMB,2011,,100.0,,,,,,,,,,,,,
GMB,2012,,100.0,,,,,,,,,,,,,
GMB,2013,,100.0,,,,,,,,,,,,,
GMB,2014,,100.0,,,,,,,,,,,,,
GMB,2015,,100.0,,,,,,,,,,,,,
GMB,2016,,100.0,,,,,,,,,,,,,
GMB,2017,,100.0,,,,4.1,,,,,,,,,
GNB,2010,,99.3,,,,,,,,,,,,,
GNB,2011,,99.3,,,,,,,,,,,,,
GNB,2012,,99.3,,,,,,,,,,,,,
GNB,2013,,99.3,,,,,,,,,,,,,
GNB,2014,,99.3,,,,,,,,,,,,,
GNB,2015,,99.3,,,,,,,,,,,,,
GNB,2016,,99.3,,,,,,,,,,,,,
GNB,2017,,99.3,,,,,,,,,,,,,
GNQ,2010,,99.1,,,,,,,,,,,,,
GNQ,2011,,99.1,,,,,,,,,,,,,
GNQ,2012,,99.1,,,,,,,,,,,,,
GNQ,2013,,99.1,,,,,,,,,,,,,
GNQ,2014,,99.1,,,,,,,,,,,,,
GNQ,2015,,99.1,,,,,,,,,,,,,
GNQ,2016,,99.1,,,,,,,,,,,,,
GNQ,2017,,99.1,,,,,,,,,,,,,
GRC,2007,37.2,,32739.7,2019.0,29291.9,6.6,6423.0,60.9,9.7,,209.6,2.8,188,79.7,
GRC,2008,37.8,,32246.4,2015.0,30855.9,,6652.6,61.4,9.5,39.7,208.8,3.1,192,80.3,58.3
GRC,2009,37.8,,33761.8,1991.0,30365.4,6.0,7155.4,60.9,9.1,31.9,203.3,3.2,"1,945",80.4,55.8
GRC,2010,38.0,99.6,31510.1,1932.0,28148.3,5.8,7001.9,59.1,9.0,,196.5,3.1,196,80.7,
GRC,2011,38.4,99.6,29445.3,1949.0,26141.1,5.4,6675.9,55.1,8.0,,193.4,3.9,197,80.8,
GRC,2012,39.1,99.6,28108.0,1966.0,25284.4,5.1,6423.2,50.8,7.6,,198.2,4.2,195,80.7,
GRC,2013,39.8,99.6,26289.8,1970.0,26097.8,4.7,5843.6,48.8,7.5,,200.4,4.5,"2,015",81.4,
GRC,2014,40.2,99.6,26803.2,1933.0,26838.6,4.8,5945.9,49.4,7.0,27.3,199.0,4.7,"2,025",81.5,56.2
GRC,2015,41.2,99.6,26585.1,1943.0,26902.3,5.6,6027.6,50.8,6.6,,199.5,4.4,199,81.1,
GRC,2016,41.4,99.6,26506.1,1942.0,27273.9,5.3,,52.0,6.5,,199.2,4.0,203,81.5,
GRC,2017,41.7,99.6,26486.3,1956.0,28579.7,5.1,,53.5,,,,,200,81.4,55.0
GTM,2007,,,,,,6.3,,,,,,,,,
GTM,2008,,,,,,6.4,,,,,,,,,
GTM,2009,,,,,,6.5,,,,,,,,,
GTM,2010,,100.0,,,,6.3,,,,,,,,,
GTM,2011,,100.0,,,,5.7,,,,,,,,,
GTM,2012,,100.0,,,,5.9,,,,,,,,,
GTM,2013,,100.0,,,,6.0,,,,,,,,,
GTM,2014,,100.0,,,,6.5,,,,,,,,,
GTM,2015,,100.0,,,,6.5,,,,,,,,,
GTM,2016,,100.0,,,,6.4,,,,,,,,,
GTM,2017,,100.0,,,,6.3,,,,,,,,,
GUY,2007,,,,,,6.0,,,,,,,,,
HKG,2008,,,,,,5.1,,,,,,,,,
HKG,2009,,,,,,5.4,,,,,,,,,
HKG,2010,,99.4,,,,5.6,,,,,,,,,
HKG,2011,,99.4,,,,5.5,,,,,,,,,
HKG,2012,,99.4,,,,5.5,,,,,,,,,
HKG,2013,,99.4,,,,,,,,,,,,,
HKG,2014,,99.4,,,,5.5,,,,,,,,,
HKG,2015,,99.4,,,,,,,,,,,,,
HKG,2016,,99.4,,,,5.5,,,,,,,,,
HKG,2017,,99.4,,,,5.4,,,,,,,,,
HND,2007,,,,,,5.1,,,,,,,,,
HND,2008,,,,,,5.4,,,,,,,,,
HND,2009,,,,,,6.0,,,,,,,,,
HND,2010,,99.8,,,,5.9,,,,,,,,,
HND,2011,,99.8,,,,5.0,,,,,,,,,
HND,2012,,99.8,,,,4.6,,,,,,,,,
HND,2013,,99.8,,,,4.7,,,,,,,,,
HND,2014,,99.8,,,,5.1,,,,,,,,,
HND,2015,,99.8,,,,4.8,,,,,,,,,
HND,2016,,99.8,,,,5.6,,,,,,,,,
HND,2017,,99.8,,,,6.0,,,,,,,,,
HRV,2007,,,,,19324.2,5.8,,,,,,,,,
HRV,2008,,,,,20831.5,,,,,,,,,,
HRV,2009,,,,,20029.5,5.4,,,,,,,,,
HRV,2010,,98.2,,,19776.2,5.6,,,,,,,,,
HRV,2011,,98.2,,,20747.4,5.4,,,,,,,,,
HRV,2012,,98.2,,,21149.2,6.0,,,,,,,,,
HRV,2013,,98.2,,,21813.2,5.9,,,,,,,,,
HRV,2014,,98.2,,,22089.2,5.4,,,,,,,,,
HRV,2015,,98.2,,,22984.2,5.2,,,,,,,,,
HRV,2016,,97.8,,,24535.7,5.4,,,,,,,,,
HRV,2017,,97.8,,,26261.7,5.3,,,,,,,,,
HTI,2008,,,,,,3.8,,,,,,,,,
HTI,2010,,99.8,,,,3.8,,,,,,,,,
HTI,2011,,99.8,,,,4.8,,,,,,,,,
HTI,2012,,99.8,,,,4.4,,,,,,,,,
HTI,2013,,99.8,,,,4.6,,,,,,,,,
HTI,2014,,99.8,,,,3.9,,,,,,,,,
HTI,2015,,99.8,,,,3.6,,,,,,,,,
HTI,2016,,99.8,,,,3.4,,,,,,,,,
HTI,2017,,99.8,,,,3.8,,,,,,,,,
HUN,2007,61.2,,21951.7,1795.0,19030.1,5.0,5071.3,57.0,12.6,,293.0,23.3,"1,575",73.6,
HUN,2008,60.5,,22199.5,1798.0,20678.7,,5178.8,56.4,11.8,,294.7,23.4,160,74.2,
HUN,2009,60.7,,21364.5,1781.0,20651.8,4.9,4972.9,55.0,11.5,26.5,295.5,23.3,161,74.4,61.6
HUN,2009,60.7,,21364.5,1781.0,20651.8,4.9,4972.9,55.0,11.5,26.5,295.5,23.3,161,74.4,54.1
HUN,2010,61.2,100.0,21617.8,1777.0,21534.9,4.7,4965.4,55.0,10.8,,292.2,23.4,"1,615",74.7,
HUN,2011,60.6,100.0,21604.2,1769.9,22841.2,4.9,4913.2,55.4,11.4,,291.1,22.8,163,75.0,
HUN,2012,60.1,100.0,20852.3,1750.0,23094.5,4.7,4922.5,56.7,11.1,,293.3,22.0,162,75.2,
